序号,订单号,订单类型,商品名称,订单日期,订单时间,起租日期,退租日期,结算日期,租金
197,WT_ZL_260121_00006,正常订单,【中级】全能板+青少全能,2026-01-21,14:18:08,2026-01-22,2026-01-30,2026-01-30,1170.00
198,WT_ZL_260121_00004,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-21,14:10:56,2026-01-21,2026-01-21,2026-01-21,60.00
199,WT_ZL_260121_00003,正常订单,雪镜,2026-01-21,10:55:15,2026-01-21,2026-01-21,2026-01-21,70.00
200,WT_ZL_260121_00002,正常订单,高级双板套餐,2026-01-21,10:32:28,2026-01-21,2026-01-22,2026-01-22,540.00
201,WT_ZL_260121_00001,正常订单,【中级】全能板+青少全能,2026-01-21,09:23:31,2026-01-21,2026-01-21,2026-01-21,150.00
202,WT_ZL_260120_00010,正常订单,【高级】BurtonStepOn,2026-01-20,18:08:49,2026-01-21,2026-01-22,2026-01-23,520.00
203,WT_ZL_260120_00009,正常订单,【其他】普通单板,2026-01-20,18:03:48,2026-01-21,2026-01-23,2026-01-23,450.00
204,WT_ZL_260120_00008,正常订单,【中级】全能板+青少全能,2026-01-20,17:15:40,2026-01-21,2026-01-23,2026-01-23,390.00
205,WT_ZL_260120_00008,正常订单,【中级】全能板+青少全能,2026-01-20,17:15:40,2026-01-21,2026-01-22,2026-01-23,260.00
206,NS_ZL_260120_00004,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-20,14:10:49,2026-01-20,2026-01-20,2026-01-20,150.00
207,NS_ZL_260120_00003,正常订单,【其他】普通单板,2026-01-20,14:10:15,2026-01-20,2026-01-20,2026-01-20,100.00
208,WT_ZL_260120_00005,正常订单,中级双板套餐,2026-01-20,13:56:01,2026-01-20,2026-01-20,2026-01-20,180.00
209,WT_ZL_260120_00004,正常订单,雪镜,2026-01-20,13:33:10,2026-01-20,2026-01-20,2026-01-20,60.00
210,QJ_ZL_260120_00002,正常订单,Awka小树/nobaday雪服套装,2026-01-20,13:05:14,2026-01-20,2026-01-20,2026-01-21,180.00
211,QJ_ZL_260120_00002,正常订单,Awka小树/nobaday雪服套装,2026-01-20,13:05:14,2026-01-20,2026-01-20,2026-01-21,180.00
212,WT_ZL_260120_00002,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-20,10:47:20,2026-01-20,2026-01-20,2026-01-20,60.00
213,WT_ZL_260120_00002,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-20,10:47:20,2026-01-20,2026-01-20,2026-01-20,60.00
214,WT_ZL_260120_00001,正常订单,【其他】雪杖,2026-01-20,10:19:48,2026-01-20,2026-01-20,2026-01-20,50.00
215,WT_ZL_260119_00006,正常订单,中级双板套餐,2026-01-19,18:47:00,2026-01-20,2026-01-20,2026-01-20,180.00
216,WT_ZL_260119_00006,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-19,18:47:00,2026-01-20,2026-01-20,2026-01-20,60.00
217,WT_ZL_260119_00005,正常订单,【其他】普通单板,2026-01-19,18:18:44,2026-01-20,2026-01-20,2026-01-20,150.00
218,NS_ZL_260119_00002,正常订单,【中级】全能板+青少全能,2026-01-19,12:39:46,2026-01-19,2026-01-19,2026-01-19,150.00
219,NS_ZL_260119_00002,正常订单,【其他】普通单板,2026-01-19,12:39:46,2026-01-19,2026-01-19,2026-01-19,150.00
220,WT_ZL_260119_00003,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-19,12:15:21,2026-01-19,2026-01-21,2026-01-21,180.00
221,NS_ZL_260119_00001,正常订单,【成人中端】雪服Awka小树/nobaday,2026-01-19,09:39:45,2026-01-19,2026-01-19,2026-01-19,150.00
222,WT_ZL_260119_00002,正常订单,【成人中端】雪服Nandn/Swagli/Trake,2026-01-19,09:17:47,2026-01-19,2026-01-19,2026-01-19,80.00
223,WT_ZL_260119_00001,正常订单,StockLi,2026-01-19,08:12:05,2026-01-19,2026-01-19,2026-01-19,300.00
224,NS_ZL_260118_00002,正常订单,【成人中端】雪服Awka小树/nobaday,2026-01-18,20:56:20,2026-01-18,2026-01-18,2026-01-18,160.00
225,QJ_ZL_260118_00001,正常订单,普通单板套餐,2026-01-18,19:48:42,2026-01-19,2026-01-19,2026-01-19,100.00
226,WT_ZL_260118_00015,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-18,18:08:12,2026-01-19,2026-01-20,2026-01-20,360.00
227,NS_ZL_260118_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-18,18:01:34,2026-01-18,2026-01-18,2026-01-18,140.00
228,WT_ZL_260118_00014,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-18,14:05:09,2026-01-18,2026-01-18,2026-01-18,180.00
229,WT_ZL_260118_00013,正常订单,【FIS】双板,2026-01-18,13:46:07,2026-01-18,2026-01-18,2026-01-18,300.00
230,WT_ZL_260118_00012,正常订单,手套,2026-01-18,11:55:52,2026-01-18,2026-01-18,2026-01-18,50.00
231,WT_ZL_260118_00011,正常订单,高级双板套餐,2026-01-18,10:43:16,2026-01-18,2026-01-19,2026-01-20,540.00
232,WT_ZL_260118_00011,正常订单,高级双板套餐,2026-01-18,10:43:16,2026-01-18,2026-01-20,2026-01-20,810.00
233,WT_ZL_260118_00010,正常订单,普通单板套餐,2026-01-18,10:39:55,2026-01-18,2026-01-18,2026-01-18,200.00
234,WT_ZL_260118_00008,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-18,10:03:08,2026-01-18,2026-01-18,2026-01-18,220.00
235,WT_ZL_260118_00007,正常订单,【双板鞋】全品牌,2026-01-18,09:23:25,2026-01-18,2026-01-18,2026-01-18,110.00
236,WT_ZL_260118_00006,正常订单,StockLi,2026-01-18,09:17:42,2026-01-18,2026-01-18,2026-01-18,300.00
237,WT_ZL_260118_00004,正常订单,中级双板套餐,2026-01-18,09:01:57,2026-01-18,2026-01-20,2026-01-20,360.00
238,WT_ZL_260118_00003,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-18,08:54:26,2026-01-18,2026-01-18,2026-01-18,80.00
239,WT_ZL_260118_00005,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-18,08:53:48,2026-01-18,2026-01-18,2026-01-18,180.00
240,WT_ZL_260118_00002,正常订单,头盔,2026-01-18,08:36:22,2026-01-18,2026-01-18,2026-01-18,70.00
241,WT_ZL_260118_00001,正常订单,【成人中端】雪服Nandn/Swagli/Trake,2026-01-18,08:21:35,2026-01-18,2026-01-18,2026-01-18,80.00
242,WT_ZL_260117_00036,正常订单,【高级】BurtonStepOn,2026-01-17,20:14:04,2026-01-18,2026-01-18,2026-01-18,260.00
243,WT_ZL_260117_00036,正常订单,【其他】普通单板,2026-01-17,20:14:04,2026-01-18,2026-01-18,2026-01-18,150.00
244,WT_ZL_260117_00035,正常订单,【高级】BurtonStepOn,2026-01-17,19:24:38,2026-01-17,2026-01-17,2026-01-17,260.00
245,NS_ZL_260117_00008,正常订单,【成人中端】雪服Awka小树/nobaday,2026-01-17,13:26:38,2026-01-17,2026-01-17,2026-01-17,150.00
246,WT_ZL_260117_00032,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-17,13:16:11,2026-01-17,2026-01-17,2026-01-17,180.00
247,WT_ZL_260117_00032,正常订单,高级双板套餐,2026-01-17,13:16:11,2026-01-17,2026-01-17,2026-01-17,270.00
248,WT_ZL_260117_00031,正常订单,【中级】全能板+青少全能,2026-01-17,13:16:02,2026-01-17,2026-01-17,2026-01-17,130.00
249,NS_ZL_260117_00006,正常订单,小乌龟护臀,2026-01-17,12:32:10,2026-01-17,2026-01-17,2026-01-17,160.00
250,NS_ZL_260117_00005,正常订单,【中级】全能板+青少全能,2026-01-17,12:20:45,2026-01-17,2026-01-17,2026-01-17,150.00
251,WT_ZL_260117_00029,正常订单,【中级】全能板+青少全能,2026-01-17,11:48:05,2026-01-17,2026-01-17,2026-01-17,150.00
252,WT_ZL_260117_00028,正常订单,【其他】普通单板,2026-01-17,11:46:23,2026-01-17,2026-01-17,2026-01-17,150.00
253,NS_ZL_260117_00004,正常订单,【单板鞋】其他,2026-01-17,11:26:23,2026-01-17,2026-01-17,2026-01-17,100.00
254,WT_ZL_260117_00027,正常订单,【中级】全能板+青少全能,2026-01-17,11:25:20,2026-01-17,2026-01-18,2026-01-18,260.00
255,WT_ZL_260117_00027,正常订单,头盔,2026-01-17,11:25:20,2026-01-17,2026-01-18,2026-01-18,120.00
256,WT_ZL_260117_00026,正常订单,【其他】普通单板,2026-01-17,11:22:53,2026-01-17,2026-01-17,2026-01-17,180.00
257,WT_ZL_260117_00025,正常订单,中级双板套餐,2026-01-17,11:14:26,2026-01-17,2026-01-17,2026-01-18,180.00
258,WT_ZL_260117_00025,正常订单,【中级】全能板+青少全能,2026-01-17,11:14:26,2026-01-17,2026-01-18,2026-01-18,260.00
259,WT_ZL_260117_00024,正常订单,中级双板套餐,2026-01-17,11:09:27,2026-01-17,2026-01-17,2026-01-17,200.00
260,WT_ZL_260117_00023,正常订单,头盔,2026-01-17,11:01:54,2026-01-17,2026-01-17,2026-01-17,70.00
261,WT_ZL_260117_00023,正常订单,头盔,2026-01-17,11:01:54,2026-01-17,2026-01-17,2026-01-17,70.00
262,WT_ZL_260117_00022,正常订单,普通单板套餐,2026-01-17,10:59:23,2026-01-17,2026-01-17,2026-01-17,200.00
263,WT_ZL_260117_00022,正常订单,【其他】普通单板,2026-01-17,10:59:23,2026-01-17,2026-01-17,2026-01-17,150.00
264,WT_ZL_260117_00022,正常订单,【其他】普通单板,2026-01-17,10:59:23,2026-01-17,2026-01-17,2026-01-17,150.00
265,NS_ZL_260117_00003,正常订单,【FIS】双板,2026-01-17,10:32:17,2026-01-17,2026-01-17,2026-01-17,160.00
266,WT_ZL_260117_00021,正常订单,【其他】普通单板,2026-01-17,10:32:01,2026-01-17,2026-01-18,2026-01-18,300.00
267,NS_ZL_260117_00002,正常订单,小乌龟护臀,2026-01-17,10:29:15,2026-01-17,2026-01-17,2026-01-17,30.00
268,WT_ZL_260117_00020,正常订单,普通单板套餐,2026-01-17,10:22:39,2026-01-17,2026-01-17,2026-01-17,200.00
269,WT_ZL_260117_00020,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-17,10:22:39,2026-01-17,2026-01-17,2026-01-17,180.00
270,WT_ZL_260117_00019,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-17,10:20:49,2026-01-17,2026-01-18,2026-01-18,360.00
271,WT_ZL_260117_00019,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-17,10:20:49,2026-01-17,2026-01-18,2026-01-18,360.00
272,NS_ZL_260117_00001,正常订单,【成人高端】Burton,2026-01-17,10:11:52,2026-01-17,2026-01-17,2026-01-17,110.00
273,WT_ZL_260117_00018,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-17,10:03:59,2026-01-17,2026-01-17,2026-01-17,220.00
274,WT_ZL_260117_00017,正常订单,【其他】普通单板,2026-01-17,09:57:43,2026-01-17,2026-01-17,2026-01-17,180.00
275,WT_ZL_260117_00015,正常订单,【其他】普通单板,2026-01-17,09:56:05,2026-01-17,2026-01-17,2026-01-17,180.00
276,WT_ZL_260117_00016,正常订单,【其他】普通单板,2026-01-17,09:55:51,2026-01-17,2026-01-17,2026-01-17,150.00
277,WT_ZL_260117_00016,正常订单,【其他】普通单板,2026-01-17,09:55:51,2026-01-17,2026-01-17,2026-01-17,150.00
278,WT_ZL_260117_00016,正常订单,普通单板套餐,2026-01-17,09:55:51,2026-01-17,2026-01-17,2026-01-17,200.00
279,WT_ZL_260117_00014,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-17,09:43:11,2026-01-17,2026-01-17,2026-01-17,220.00
280,WT_ZL_260117_00013,正常订单,普通单板套餐,2026-01-17,09:39:12,2026-01-17,2026-01-17,2026-01-17,180.00
281,WT_ZL_260117_00011,正常订单,高级双板套餐,2026-01-17,09:32:07,2026-01-17,2026-01-17,2026-01-17,300.00
282,WT_ZL_260117_00010,正常订单,雪镜,2026-01-17,09:30:45,2026-01-17,2026-01-17,2026-01-17,70.00
283,WT_ZL_260117_00009,正常订单,【成人中端】雪服Awka小树/nobaday,2026-01-17,09:17:55,2026-01-17,2026-01-17,2026-01-17,100.00
284,WT_ZL_260117_00008,正常订单,【中级】全能板+青少全能,2026-01-17,09:00:46,2026-01-17,2026-01-17,2026-01-17,150.00
285,WT_ZL_260117_00006,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-17,08:54:19,2026-01-17,2026-01-18,2026-01-18,360.00
286,WT_ZL_260117_00004,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-17,08:48:21,2026-01-17,2026-01-17,2026-01-17,180.00
287,WT_ZL_260117_00002,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-17,08:39:46,2026-01-17,2026-01-17,2026-01-17,80.00
288,WT_ZL_260117_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-17,08:15:20,2026-01-17,2026-01-17,2026-01-17,220.00
289,WT_ZL_260117_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-17,08:15:20,2026-01-17,2026-01-17,2026-01-17,220.00
290,QJ_ZL_260116_00001,正常订单,普通单板套餐,2026-01-16,21:02:35,2026-01-16,2026-01-18,2026-01-18,200.00
291,WT_ZL_260116_00012,正常订单,中级双板套餐,2026-01-16,19:40:10,2026-01-17,2026-01-18,2026-01-18,360.00
292,WT_ZL_260116_00012,正常订单,中级双板套餐,2026-01-16,19:40:10,2026-01-17,2026-01-18,2026-01-18,360.00
293,WT_ZL_260116_00011,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-16,18:06:00,2026-01-16,2026-01-17,2026-01-17,360.00
294,NS_ZL_260116_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-16,12:31:37,2026-01-16,2026-01-16,2026-01-16,150.00
295,WT_ZL_260116_00009,正常订单,【FIS】双板,2026-01-16,11:57:16,2026-01-16,2026-01-16,2026-01-16,300.00
296,WT_ZL_260116_00008,正常订单,【单板鞋】其他,2026-01-16,11:50:13,2026-01-16,2026-01-16,2026-01-16,120.00
297,WT_ZL_260116_00007,正常订单,普通单板套餐,2026-01-16,11:15:16,2026-01-16,2026-01-17,2026-01-19,400.00
298,WT_ZL_260116_00007,正常订单,Nandn/Swagli/Trake雪服套装,2026-01-16,11:15:16,2026-01-16,2026-01-17,2026-01-19,200.00
299,WT_ZL_260116_00007,正常订单,头盔,2026-01-16,11:15:16,2026-01-16,2026-01-17,2026-01-19,120.00
300,WT_ZL_260116_00005,正常订单,头盔,2026-01-16,10:31:49,2026-01-16,2026-01-16,2026-01-16,70.00
301,WT_ZL_260116_00004,正常订单,BurtonStepOn套餐,2026-01-16,10:10:46,2026-01-16,2026-01-17,2026-01-17,640.00
302,WT_ZL_260116_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-16,08:47:08,2026-01-16,2026-01-16,2026-01-16,180.00
303,NS_ZL_260115_00002,正常订单,【其他】普通单板,2026-01-15,13:24:41,2026-01-15,2026-01-15,2026-01-15,100.00
304,WT_ZL_260115_00004,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-15,12:09:31,2026-01-16,2026-01-16,2026-01-16,180.00
305,WT_ZL_260115_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-15,10:07:49,2026-01-15,2026-01-15,2026-01-15,180.00
306,WT_ZL_260115_00002,正常订单,【其他】雪杖,2026-01-15,09:54:35,2026-01-15,2026-01-15,2026-01-15,50.00
307,WT_ZL_260115_00001,正常订单,【其他】雪杖,2026-01-15,09:09:58,2026-01-15,2026-01-15,2026-01-15,50.00
308,QJ_ZL_260114_00003,正常订单,【其他】普通单板,2026-01-14,20:12:19,2026-01-14,2026-01-14,2026-01-16,80.00
309,QJ_ZL_260114_00003,正常订单,【单板鞋】其他,2026-01-14,20:12:19,2026-01-14,2026-01-14,2026-01-16,110.00
310,QJ_ZL_260114_00003,正常订单,头盔,2026-01-14,20:12:19,2026-01-14,2026-01-15,2026-01-16,50.00
311,QJ_ZL_260114_00003,正常订单,雪镜,2026-01-14,20:12:19,2026-01-14,2026-01-14,2026-01-16,60.00
312,QJ_ZL_260114_00002,正常订单,【中级】全能板+青少全能,2026-01-14,19:40:01,2026-01-14,2026-01-15,2026-01-17,120.00
313,QJ_ZL_260114_00001,正常订单,中级双板套餐,2026-01-14,17:13:13,2026-01-14,2026-01-22,2026-01-22,800.00
314,WT_ZL_260114_00005,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-14,13:42:51,2026-01-14,2026-01-14,2026-01-14,60.00
315,WT_ZL_260114_00004,正常订单,【高级】BurtonStepOn,2026-01-14,13:02:12,2026-01-14,2026-01-14,2026-01-15,260.00
316,WT_ZL_260114_00003,正常订单,中级双板套餐,2026-01-14,12:42:13,2026-01-14,2026-01-15,2026-01-15,380.00
317,WT_ZL_260114_00003,正常订单,中级双板套餐,2026-01-14,12:42:13,2026-01-14,2026-01-15,2026-01-15,380.00
318,WT_ZL_260114_00003,正常订单,Phenix雪服套装,2026-01-14,12:42:13,2026-01-14,2026-01-15,2026-01-15,560.00
319,WT_ZL_260114_00003,正常订单,Nandn/Swagli/Trake雪服套装,2026-01-14,12:42:13,2026-01-14,2026-01-15,2026-01-15,220.00
320,WT_ZL_260114_00003,正常订单,头盔,2026-01-14,12:42:13,2026-01-14,2026-01-15,2026-01-15,130.00
321,WT_ZL_260114_00003,正常订单,头盔,2026-01-14,12:42:13,2026-01-14,2026-01-15,2026-01-15,130.00
322,WT_ZL_260114_00003,正常订单,雪镜,2026-01-14,12:42:13,2026-01-14,2026-01-15,2026-01-15,130.00
323,WT_ZL_260114_00003,正常订单,雪镜,2026-01-14,12:42:13,2026-01-14,2026-01-15,2026-01-15,130.00
324,WT_ZL_260114_00002,正常订单,【其他】普通单板,2026-01-14,11:48:14,2026-01-14,2026-01-14,2026-01-14,180.00
325,NS_ZL_260114_00004,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-14,11:40:10,2026-01-14,2026-01-14,2026-01-14,150.00
326,NS_ZL_260114_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-14,11:27:44,2026-01-14,2026-01-14,2026-01-14,150.00
327,WT_ZL_260114_00001,正常订单,【其他】普通单板,2026-01-14,10:56:27,2026-01-14,2026-01-14,2026-01-14,180.00
328,NS_ZL_260114_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-14,09:44:27,2026-01-14,2026-01-14,2026-01-14,105.00
329,NS_ZL_260114_00001,正常订单,【其他】普通单板,2026-01-14,09:42:35,2026-01-14,2026-01-14,2026-01-14,70.00
330,QJ_ZL_260113_00003,正常订单,【高级】BurtonStepOn,2026-01-13,22:31:45,2026-01-14,2026-01-14,2026-01-14,200.00
331,NS_ZL_260113_00002,正常订单,【其他】普通单板,2026-01-13,13:36:46,2026-01-13,2026-01-13,2026-01-13,150.00
332,WT_ZL_260113_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-13,13:23:41,2026-01-13,2026-01-14,2026-01-14,360.00
333,WT_ZL_260113_00001,正常订单,【双板鞋】全品牌,2026-01-13,11:37:28,2026-01-13,2026-01-13,2026-01-13,120.00
334,QJ_ZL_260113_00002,正常订单,中级双板套餐,2026-01-13,10:39:15,2026-01-13,2026-01-17,2026-01-17,120.00
335,QJ_ZL_260113_00002,正常订单,中级双板套餐,2026-01-13,10:39:15,2026-01-13,2026-01-17,2026-01-17,320.00
336,QJ_ZL_260113_00002,正常订单,Awka小树/nobaday雪服套装,2026-01-13,10:39:15,2026-01-13,2026-01-17,2026-01-17,180.00
337,QJ_ZL_260113_00002,正常订单,头盔,2026-01-13,10:39:15,2026-01-13,2026-01-17,2026-01-17,130.00
338,QJ_ZL_260113_00002,正常订单,头盔,2026-01-13,10:39:15,2026-01-13,2026-01-17,2026-01-17,130.00
339,NS_ZL_260113_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-13,09:38:53,2026-01-13,2026-01-13,2026-01-13,150.00
340,WT_ZL_260112_00005,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-12,12:56:41,2026-01-12,2026-01-12,2026-01-12,180.00
341,NS_ZL_260112_00002,正常订单,【高级】BurtonStepOn,2026-01-12,11:12:22,2026-01-12,2026-01-12,2026-01-12,150.00
342,NS_ZL_260112_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-12,09:35:46,2026-01-12,2026-01-12,2026-01-12,150.00
343,WT_ZL_260112_00003,正常订单,【高级】BurtonStepOn,2026-01-12,08:57:04,2026-01-12,2026-01-13,2026-01-14,520.00
344,WT_ZL_260112_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-12,08:43:03,2026-01-12,2026-01-15,2026-01-15,760.00
345,WT_ZL_260112_00001,正常订单,【双板鞋】全品牌,2026-01-12,08:43:03,2026-01-12,2026-01-15,2026-01-15,350.00
346,QJ_ZL_260111_00001,正常订单,【成人中端】雪服Nandn/Swagli/Trake,2026-01-11,19:19:55,2026-01-11,2026-01-13,2026-01-13,180.00
347,QJ_ZL_260111_00001,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-01-11,19:19:55,2026-01-11,2026-01-12,2026-01-13,20.00
348,QJ_ZL_260111_00001,正常订单,雪镜,2026-01-11,19:19:55,2026-01-11,2026-01-13,2026-01-13,180.00
349,QJ_ZL_260111_00001,正常订单,普通单板套餐,2026-01-11,19:19:55,2026-01-12,2026-01-13,2026-01-13,220.00
350,WT_ZL_260111_00016,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-11,18:37:20,2026-01-11,2026-01-15,2026-01-15,900.00
351,WT_ZL_260111_00015,正常订单,【其他】普通单板,2026-01-11,15:47:48,2026-01-11,2026-01-11,2026-01-11,180.00
352,WT_ZL_260111_00014,正常订单,【双板鞋】全品牌,2026-01-11,14:45:17,2026-01-11,2026-01-11,2026-01-11,110.00
353,WT_ZL_260111_00013,正常订单,【单板鞋】其他,2026-01-11,14:21:38,2026-01-11,2026-01-11,2026-01-11,110.00
354,WT_ZL_260111_00012,正常订单,Nandn/Swagli/Trake雪服套装,2026-01-11,12:45:25,2026-01-11,2026-01-11,2026-01-11,120.00
355,WT_ZL_260111_00012,正常订单,小乌龟套装,2026-01-11,12:45:25,2026-01-11,2026-01-11,2026-01-11,50.00
356,WT_ZL_260111_00011,正常订单,Awka小树/nobaday雪服套装,2026-01-11,10:32:17,2026-01-11,2026-01-13,2026-01-13,380.00
357,WT_ZL_260111_00010,正常订单,【高级】BurtonStepOn,2026-01-11,10:28:20,2026-01-11,2026-01-11,2026-01-11,260.00
358,WT_ZL_260111_00009,正常订单,StockLi,2026-01-11,09:51:18,2026-01-11,2026-01-11,2026-01-11,260.00
359,WT_ZL_260111_00007,正常订单,高级双板套餐,2026-01-11,09:47:39,2026-01-11,2026-01-12,2026-01-12,540.00
360,WT_ZL_260111_00008,正常订单,高级双板套餐,2026-01-11,09:44:58,2026-01-11,2026-01-11,2026-01-11,270.00
361,WT_ZL_260111_00008,正常订单,高级双板套餐,2026-01-11,09:44:58,2026-01-11,2026-01-11,2026-01-11,270.00
362,WT_ZL_260111_00008,正常订单,高级双板套餐,2026-01-11,09:44:58,2026-01-11,2026-01-11,2026-01-11,180.00
363,WT_ZL_260111_00004,正常订单,【单板鞋】其他,2026-01-11,09:35:59,2026-01-11,2026-01-11,2026-01-11,120.00
364,WT_ZL_260111_00004,正常订单,【其他】雪杖,2026-01-11,09:35:59,2026-01-11,2026-01-11,2026-01-11,50.00
365,NS_ZL_260111_00001,正常订单,【其他】普通单板,2026-01-11,09:23:56,2026-01-11,2026-01-11,2026-01-11,150.00
366,WT_ZL_260111_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-11,08:26:05,2026-01-11,2026-01-11,2026-01-11,220.00
367,WT_ZL_260110_00027,正常订单,小乌龟护臀,2026-01-10,19:13:00,2026-01-10,2026-01-10,2026-01-10,40.00
368,NS_ZL_260110_00003,正常订单,【中级】全能板+青少全能,2026-01-10,18:09:39,2026-01-10,2026-01-10,2026-01-10,140.00
369,WT_ZL_260110_00026,正常订单,含充电宝,2026-01-10,15:48:18,2026-01-10,2026-01-10,2026-01-10,80.00
370,NS_ZL_260110_00002,正常订单,内穿护膝,2026-01-10,15:36:51,2026-01-10,2026-01-10,2026-01-10,50.00
371,WT_ZL_260110_00025,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-10,15:17:18,2026-01-11,2026-01-11,2026-01-11,180.00
372,WT_ZL_260110_00024,正常订单,【高级】BurtonStepOn,2026-01-10,14:02:01,2026-01-10,2026-01-10,2026-01-10,260.00
373,WT_ZL_260110_00023,正常订单,【其他】雪杖,2026-01-10,14:00:03,2026-01-10,2026-01-10,2026-01-10,40.00
374,WT_ZL_260110_00022,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-01-10,13:39:35,2026-01-10,2026-01-10,2026-01-10,180.00
375,WT_ZL_260110_00019,正常订单,中级双板套餐,2026-01-10,11:28:18,2026-01-10,2026-01-10,2026-01-10,200.00
376,WT_ZL_260110_00019,正常订单,【其他】普通单板,2026-01-10,11:28:18,2026-01-10,2026-01-10,2026-01-10,180.00
377,WT_ZL_260110_00018,正常订单,雪镜,2026-01-10,11:24:28,2026-01-10,2026-01-10,2026-01-10,70.00
378,WT_ZL_260110_00017,正常订单,【其他】普通单板,2026-01-10,11:20:39,2026-01-10,2026-01-11,2026-01-11,300.00
379,WT_ZL_260110_00016,正常订单,雪镜,2026-01-10,10:48:40,2026-01-10,2026-01-11,2026-01-11,120.00
380,WT_ZL_260110_00015,正常订单,手套,2026-01-10,10:41:19,2026-01-10,2026-01-10,2026-01-10,50.00
381,WT_ZL_260110_00014,正常订单,【其他】普通单板,2026-01-10,10:36:39,2026-01-10,2026-01-10,2026-01-10,180.00
382,WT_ZL_260110_00013,正常订单,【单板鞋】其他,2026-01-10,10:34:24,2026-01-10,2026-01-10,2026-01-10,120.00
383,WT_ZL_260110_00012,正常订单,【中级】全能板+青少全能,2026-01-10,10:32:18,2026-01-10,2026-01-10,2026-01-10,150.00
384,WT_ZL_260110_00011,正常订单,雪镜,2026-01-10,10:22:19,2026-01-10,2026-01-10,2026-01-10,70.00
385,WT_ZL_260110_00010,正常订单,手套,2026-01-10,10:20:48,2026-01-10,2026-01-10,2026-01-10,50.00
386,WT_ZL_260110_00009,正常订单,【其他】普通单板,2026-01-10,10:13:13,2026-01-10,2026-01-10,2026-01-10,150.00
387,WT_ZL_260110_00008,正常订单,普通单板套餐,2026-01-10,10:11:12,2026-01-10,2026-01-10,2026-01-10,230.00
388,WT_ZL_260110_00007,正常订单,雪镜,2026-01-10,10:03:28,2026-01-10,2026-01-10,2026-01-10,70.00
389,WT_ZL_260110_00006,正常订单,【成人高端】雪裤Phenix,2026-01-10,09:56:38,2026-01-10,2026-01-10,2026-01-10,100.00
390,WT_ZL_260110_00006,正常订单,【双板鞋】全品牌,2026-01-10,09:56:38,2026-01-10,2026-01-10,2026-01-10,120.00
391,WT_ZL_260110_00005,正常订单,【高级】BurtonStepOn,2026-01-10,09:52:23,2026-01-10,2026-01-10,2026-01-10,300.00
392,WT_ZL_260110_00004,正常订单,【其他】普通单板,2026-01-10,09:51:00,2026-01-10,2026-01-10,2026-01-10,180.00
393,WT_ZL_260110_00003,正常订单,内穿护具套装,2026-01-10,09:33:13,2026-01-10,2026-01-10,2026-01-10,60.00
394,WT_ZL_260110_00002,正常订单,【双板鞋】全品牌,2026-01-10,09:32:54,2026-01-10,2026-01-10,2026-01-10,120.00
